raman_shift_cm-1,intensity_normalized,first_derivative_normalized,valid_mask
0.0,0.0,0.0,0
0.9758478,0.0,0.0,0
1.9516956,0.0,0.0,0
2.9275434,0.0,0.0,0
3.9033911,0.0,0.0,0
4.8792386,0.0,0.0,0
5.855087,0.0,0.0,0
6.8309345,0.0,0.0,0
7.8067822,0.0,0.0,0
8.78263,0.0,0.0,0
9.758477,0.0,0.0,0
10.734325,0.0,0.0,0
11.710174,0.0,0.0,0
12.686021,0.0,0.0,0
13.661869,0.0,0.0,0
14.637716,0.0,0.0,0
15.6135645,0.0,0.0,0
16.589413,0.0,0.0,0
17.56526,0.0,0.0,0
18.541107,0.0,0.0,0
19.516954,0.0,0.0,0
20.492804,0.0,0.0,0
21.46865,0.0,0.0,0
22.444498,0.0,0.0,0
23.420347,0.0,0.0,0
24.396194,0.0,0.0,0
25.372042,0.0,0.0,0
26.347889,0.0,0.0,0
27.323738,0.0,0.0,0
28.299585,0.0,0.0,0
29.275433,0.0,0.0,0
30.251282,0.0,0.0,0
31.227129,0.0,0.0,0
32.202976,0.0,0.0,0
33.178825,0.0,0.0,0
34.15467,0.0,0.0,0
35.13052,0.0,0.0,0
36.10637,0.0,0.0,0
37.082214,0.0,0.0,0
38.058064,0.0,0.0,0
39.03391,0.0,0.0,0
40.009758,0.0,0.0,0
40.985607,0.0,0.0,0
41.961452,0.0,0.0,0
42.9373,0.0,0.0,0
43.91315,0.0,0.0,0
44.888996,0.0,0.0,0
45.864845,0.0,0.0,0
46.840694,0.0,0.0,0
47.81654,0.0,0.0,0
48.79239,0.0,0.0,0
49.768234,0.0,0.0,0
50.744083,0.0,0.0,0
51.719933,0.0,0.0,0
52.695778,0.0,0.0,0
53.671627,0.0,0.0,0
54.647476,0.0,0.0,0
55.62332,0.0,0.0,0
56.59917,0.0,0.0,0
57.57502,0.0,0.0,0
58.550865,0.0,0.0,1
59.526714,0.0,0.0,1
60.502563,0.0,0.0,1
61.47841,0.0,0.0,1
62.454258,0.0,0.0,1
63.430103,0.0,0.0,1
64.40595,0.0,0.0,1
65.3818,0.0,0.0,1
66.35765,0.0,0.0,1
67.333496,0.0,0.0,1
68.30934,0.0,0.0,1
69.285194,0.0,0.0,1
70.26104,0.0,0.0,1
71.236885,0.0,0.0,1
72.21274,0.0,0.0,1
73.18858,0.0,0.0,1
74.16443,0.0,0.0,1
75.14028,0.0,0.0,1
76.11613,0.0,0.0,1
77.09197,0.0,0.0,1
78.06782,0.0,0.0,1
79.04367,0.0,0.0,1
80.019516,0.0,0.0,1
80.99536,0.0,0.0,1
81.971214,0.0,0.0,1
82.94706,0.0,0.0,1
83.922905,0.0,0.0,1
84.89876,0.0,0.0,1
85.8746,0.0,0.0,1
86.85045,0.0,0.0,1
87.8263,0.0,0.0,1
88.80215,0.0,0.0,1
89.77799,0.0,0.0,1
90.753845,0.0,0.0,1
91.72969,0.0,0.0,1
92.705536,0.0,0.0,1
93.68139,0.0,0.0,1
94.657234,0.0,0.0,1
95.63308,0.0,0.0,1
96.60893,0.0,0.0,1
97.58478,0.0,0.0,1
98.56062,0.0,0.0,1
99.53647,0.0,0.0,1
100.51232,0.0,0.0,1
101.48817,0.0,0.0,1
102.46401,0.0,0.0,1
103.439865,0.0,0.0,1
104.41571,0.0,0.0,1
105.391556,0.0,0.0,1
106.36741,0.0,0.0,1
107.343254,0.0,0.0,1
108.3191,0.0,0.0,1
109.29495,0.0,0.0,1
110.2708,0.0,0.0,1
111.24664,0.0,0.0,1
112.222496,0.0,0.0,1
113.19834,0.0,0.0,1
114.17419,0.0,0.0,1
115.15004,0.0,0.0,1
116.125885,0.0,0.0,1
117.10173,0.0,0.0,1
118.07758,0.0,0.0,1
119.05343,0.0,0.0,1
120.029274,0.0,0.0,1
121.00513,0.0,0.0,1
121.98097,0.0,0.0,1
122.95682,0.0,0.0,1
123.93266,0.0,0.0,1
124.908516,0.0,0.0,1
125.88436,0.0,0.0,1
126.86021,0.0,0.0,1
127.83606,0.0,0.0,1
128.8119,0.0,0.0,1
129.78775,0.0,0.0,1
130.7636,0.0,0.0,1
131.73946,0.0,0.0,1
132.7153,0.0,0.0,1
133.69115,0.0,0.0,1
134.66699,0.0,0.0,1
135.64284,0.0,0.0,1
136.61868,0.0,0.0,1
137.59453,0.0,0.0,1
138.57039,0.0,0.0,1
139.54623,0.0,0.0,1
140.52208,0.0,0.0,1
141.49792,0.0,0.0,1
142.47377,0.0,0.0,1
143.44962,0.0,0.0,1
144.42548,0.0,0.0,1
145.40132,0.0,0.0,1
146.37717,0.0,0.0,1
147.35301,0.0,0.0,1
148.32886,0.0,0.0,1
149.3047,0.0,0.0,1
150.28056,0.0,0.059506807,1
151.25641,0.02715672,0.13340731,1
152.23225,0.06088267,0.14959462,1
153.2081,0.09542674,0.10074682,1
154.18394,0.106860176,-0.0048769396,1
155.15979,0.09320106,-0.09034565,1
156.13564,0.065629415,-0.1273592,1
157.1115,0.03507805,-0.11910033,1
158.08734,0.011275458,-0.07686371,1
159.06319,0.0,-0.024707008,1
160.03903,0.0,0.0,1
161.01488,0.0,0.0,1
161.99072,0.0,0.026516238,1
162.96658,0.012101414,0.055045363,1
163.94243,0.025121057,0.029258763,1
164.91827,0.025454143,-0.014216835,1
165.89412,0.018632965,-0.04257419,1
166.86996,0.006024695,-0.040828925,1
167.84581,0.0,-0.013201535,1
168.82167,0.0,0.0,1
169.79752,0.0,0.0,1
170.77336,0.0,0.0,1
171.7492,0.0,0.0,1
172.72505,0.0,0.0,1
173.7009,0.0,0.0,1
174.67676,0.0,0.0,1
175.6526,0.0,0.0,1
176.62845,0.0,0.0,1
177.6043,0.0,0.0,1
178.58014,0.0,0.0,1
179.55598,0.0,0.0,1
180.53183,0.0,0.0,1
181.50769,0.0,0.0,1
182.48354,0.0,0.0,1
183.45938,0.0,0.0,1
184.43523,0.0,0.0,1
185.41107,0.0,0.0,1
186.38692,0.0,0.0,1
187.36278,0.0,0.0,1
188.33862,0.0,0.0,1
189.31447,0.0,0.0,1
190.29031,0.0,0.0,1
191.26616,0.0,0.0,1
192.242,0.0,0.0,1
193.21786,0.0,0.0,1
194.19371,0.0,0.0,1
195.16956,0.0,0.0,1
196.1454,0.0,0.0,1
197.12125,0.0,0.0,1
198.09709,0.0,0.0,1
199.07294,0.0,0.0,1
200.0488,0.0,0.0,1
201.02464,0.0,0.0,1
202.00049,0.0,0.0,1
202.97633,0.0,0.0,1
203.95218,0.0,0.0,1
204.92802,0.0,0.0,1
205.90388,0.0,0.0,1
206.87973,0.0,0.0,1
207.85558,0.0,0.0,1
208.83142,0.0,0.0,1
209.80727,0.0,0.0,1
210.78311,0.0,0.0,1
211.75897,0.0,0.0,1
212.73482,0.0,0.0,1
213.71066,0.0,0.0,1
214.68651,0.0,0.0,1
215.66235,0.0,0.0,1
216.6382,0.0,0.0,1
217.61406,0.0,0.0,1
218.5899,0.0,0.0,1
219.56575,0.0,0.0,1
220.5416,0.0,0.0,1
221.51744,0.0,0.0,1
222.49329,0.0,0.0,1
223.46913,0.0,0.0,1
224.44499,0.0,0.0,1
225.42084,0.0,0.0,1
226.39668,0.0,0.0,1
227.37253,0.0,0.0,1
228.34837,0.0,0.0017204649,1
229.32422,0.0007851631,0.024817795,1
230.30008,0.011326257,0.06336439,1
231.27592,0.02970267,0.09183535,1
232.25177,0.05323686,0.11368304,1
233.22762,0.081583835,0.18879887,1
234.20346,0.13939841,0.31972557,1
235.1793,0.22749598,0.45468396,1
236.15517,0.34690315,0.6513979,1
237.13101,0.5247738,0.77976876,1
238.10686,0.70276374,0.6356708,1
239.0827,0.8148728,0.25846907,1
240.05855,0.82072043,-0.28998137,1
241.0344,0.68253493,-0.63604724,1
242.01025,0.530447,-0.6761769,1
242.9861,0.37394792,-0.6246759,1
243.96194,0.24536565,-0.47102237,1
244.93779,0.15898897,-0.31945732,1
245.91364,0.09957594,-0.20555356,1
246.88948,0.06518114,-0.117078304,1
247.86533,0.04614529,-0.07234841,1
248.84119,0.032163553,-0.051819224,1
249.81703,0.022496467,-0.032813847,1
250.79288,0.017188402,-0.019068705,1
251.76872,0.013794143,-0.013086826,1
252.74457,0.011216009,-0.011315686,1
253.72041,0.00863004,-0.004807281,1
254.69627,0.009022154,0.0065404745,1
255.67212,0.011614884,0.015346255,1
256.64795,0.016025592,0.01833522,1
257.6238,0.019982453,0.02851623,1
258.59967,0.029039655,0.048198964,1
259.5755,0.04197874,0.06577584,1
260.55136,0.05905769,0.12395211,1
261.5272,0.09854567,0.22158536,1
262.50305,0.16018257,0.32702577,1
263.4789,0.24779171,0.59905374,1
264.45474,0.43356773,0.92962164,1
265.4306,0.6720418,1.0,1
266.40643,0.8899352,0.7186361,1
267.3823,1.0,0.008664068,1
268.35812,0.89389604,-0.6107414,1
269.33398,0.72127575,-0.8430661,1
270.30984,0.5091427,-0.81633884,1
271.28568,0.34872422,-0.6218881,1
272.26154,0.22533478,-0.46284732,1
273.23737,0.137495,-0.27787378,1
274.21323,0.09852393,-0.12117436,1
275.18906,0.08219435,-0.04493766,1
276.16492,0.07801625,0.004475577,1
277.14078,0.08423689,0.05132449,1
278.1166,0.10143871,0.10625972,1
279.09247,0.13273072,0.17555134,1
280.0683,0.18155397,0.28078184,1
281.04416,0.26087117,0.46128842,1
282.02002,0.392074,0.6492765,1
282.99585,0.5571783,0.7822158,1
283.9717,0.7490521,0.7072967,1
284.94754,0.879967,0.3268975,1
285.9234,0.8982337,-0.11056,1
286.89923,0.82951385,-0.48348516,1
287.8751,0.67758447,-0.68073684,1
288.85095,0.51884335,-0.66758895,1
289.82678,0.37291873,-0.5897292,1
290.80264,0.2497112,-0.43363395,1
291.77847,0.1750211,-0.27917296,1
292.75433,0.122306615,-0.19360805,1
293.73016,0.08666429,-0.1301072,1
294.70602,0.062930375,-0.08410946,1
295.6819,0.04827892,-0.055576455,1
296.6577,0.03756701,-0.040644336,1
297.63358,0.029730283,-0.036506943,1
298.6094,0.020906487,-0.032613885,1
299.58527,0.014846475,-0.02318909,1
300.56113,0.010323592,-0.019937469,1
301.53696,0.005747678,-0.015598547,1
302.51282,0.003204997,-0.010722069,1
303.48865,0.00085447624,-0.0070229555,1
304.4645,0.0,-0.0018722869,1
305.44034,0.0,0.0,1
306.4162,0.0,0.0,1
307.39206,0.0,0.0,1
308.3679,0.0,0.0,1
309.34375,0.0,0.0,1
310.31958,0.0,0.0,1
311.29544,0.0,0.009688565,1
312.27127,0.004421401,0.03135597,1
313.24713,0.014309993,0.049805272,1
314.223,0.027151227,0.061358225,1
315.19882,0.042311776,0.0428252,1
316.17468,0.046694886,0.0010803958,1
317.1505,0.042805094,-0.03396105,1
318.12637,0.031195948,-0.060454115,1
319.10223,0.015215415,-0.064332135,1
320.07806,0.0018368188,-0.03334111,1
321.05392,0.0,-0.004024748,1
322.02975,0.0,0.0,1
323.0056,0.0,0.0,1
323.98145,0.0,0.0,1
324.9573,0.0,0.0,1
325.93317,0.0,0.0,1
326.909,0.0,0.029629959,1
327.88486,0.01352255,0.07311273,1
328.8607,0.03336603,0.119460925,1
329.83655,0.068041004,0.13101356,1
330.8124,0.0931572,0.08717397,1
331.78824,0.10782464,0.024014305,1
332.7641,0.10411595,-0.051666796,1
333.73993,0.08424614,-0.096403986,1
334.7158,0.060120232,-0.10460128,1
335.69162,0.03650958,-0.09008662,1
336.66748,0.019007878,-0.069604255,1
337.64334,0.0047440124,-0.041649792,1
338.61917,0.0,-0.010395499,1
339.59503,0.0,0.0,1
340.57086,0.0,0.0,1
341.54672,0.0,0.0,1
342.52255,0.0,0.0,1
343.4984,0.0,0.0,1
344.47427,0.0,0.0,1
345.4501,0.0,0.0,1
346.42596,0.0,0.0,1
347.4018,0.0,0.0,1
348.37766,0.0,0.0,1
349.35352,0.0,0.0,1
350.32935,0.0,0.0,1
351.3052,0.0,0.0,1
352.28104,0.0,0.0,1
353.2569,0.0,0.0,1
354.23273,0.0,0.0,1
355.2086,0.0,0.0,1
356.18445,0.0,0.0,1
357.16028,0.0,0.0,1
358.13614,0.0,0.0,1
359.11197,0.0,0.0,1
360.08783,0.0,0.0,1
361.06366,0.0,0.0,1
362.03952,0.0,0.0,1
363.01538,0.0,0.0,1
363.9912,0.0,0.0,1
364.96707,0.0,0.0,1
365.9429,0.0,0.0,1
366.91876,0.0,0.0,1
367.89462,0.0,0.0,1
368.87045,0.0,0.0,1
369.8463,0.0,0.0,1
370.82214,0.0,0.0,1
371.798,0.0,0.0,1
372.77383,0.0,0.0,1
373.7497,0.0,0.0,1
374.72556,0.0,0.0,1
375.7014,0.0,0.0,1
376.67725,0.0,0.0,1
377.65308,0.0,0.0,1
378.62894,0.0,0.0,1
379.60477,0.0,0.0,1
380.58063,0.0,0.0,1
381.5565,0.0,0.0,1
382.53232,0.0,0.0,1
383.50818,0.0,0.0,1
384.484,0.0,0.0,1
385.45987,0.0,0.0,1
386.43573,0.0,0.0,1
387.41156,0.0,0.0,1
388.38742,0.0,0.0,1
389.36325,0.0,0.0,1
390.3391,0.0,0.0,1
391.31494,0.0,0.0,1
392.2908,0.0,0.0,1
393.26666,0.0,0.0,1
394.2425,0.0,0.0,1
395.21835,0.0,0.0,1
396.19418,0.0,0.028882015,1
397.17004,0.013181204,0.06990152,1
398.14587,0.03190056,0.09811564,1
399.12173,0.05795815,0.13056698,1
400.0976,0.09148793,0.14741947,1
401.07343,0.1252355,0.1426084,1
402.0493,0.15656959,0.10272835,1
403.02512,0.17211781,0.023914447,1
404.00098,0.16748272,-0.053986393,1
404.97684,0.14747983,-0.12231219,1
405.95267,0.111664,-0.14605291,1
406.92853,0.08082629,-0.123750165,1
407.90436,0.055188376,-0.10271335,1
408.88022,0.03395146,-0.088227265,1
409.85605,0.0149243185,-0.06612398,1
410.8319,0.00377492,-0.032701954,1
411.80777,0.0,-0.008271421,1
412.7836,0.0,0.0,1
413.75946,0.0,0.0,1
414.7353,0.0,0.0,1
415.71115,0.0,0.0,1
416.687,0.0,0.0,1
417.66284,0.0,0.0,1
418.6387,0.0,0.0,1
419.61453,0.0,0.0,1
420.5904,0.0,0.0,1
421.56622,0.0,0.0,1
422.54208,0.0,0.0,1
423.51794,0.0,0.0,1
424.49377,0.0,0.0,1
425.46964,0.0,0.0,1
426.44547,0.0,0.0,1
427.42133,0.0,0.0,1
428.39716,0.0,0.0,1
429.37302,0.0,0.0,1
430.34888,0.0,0.0,1
431.3247,0.0,0.0,1
432.30057,0.0,0.0,1
433.2764,0.0,0.0,1
434.25226,0.0,0.0,1
435.22812,0.0,0.0,1
436.20395,0.0,0.0,1
437.1798,0.0,0.0,1
438.15564,0.0,0.0,1
439.1315,0.0,0.0,1
440.10733,0.0,0.0,1
441.0832,0.0,0.0,1
442.05905,0.0,0.0,1
443.03488,0.0,0.0,1
444.01074,0.0,0.0,1
444.98657,0.0,0.0,1
445.96243,0.0,0.0,1
446.93826,0.0,0.0,1
447.91412,0.0,0.0,1
448.88998,0.0,0.0,1
449.8658,0.0,0.0,1
450.84167,0.0,0.013367001,1
451.8175,0.0061000646,0.059453327,1
452.79337,0.02713299,0.10444224,1
453.76923,0.053764775,0.11603104,1
454.74506,0.08008572,0.109659635,1
455.72092,0.1038097,0.067588866,1
456.69675,0.11093155,0.0050420854,1
457.6726,0.106110364,-0.039309166,1
458.64844,0.092992425,-0.07287623,1
459.6243,0.072851844,-0.092159346,1
460.60016,0.0509333,-0.091788314,1
461.576,0.030962652,-0.082086414,1
462.55185,0.013471863,-0.06720538,1
463.52768,0.00029221844,-0.029520698,1
464.50354,0.0,-0.00064029486,1
465.47937,0.0,0.0,1
466.45523,0.0,0.0,1
467.4311,0.0,0.0,1
468.40692,0.0,0.0,1
469.38278,0.0,0.0,1
470.3586,0.0,0.0,1
471.33447,0.0,0.0,1
472.31033,0.0,0.0,1
473.28616,0.0,0.0,1
474.26202,0.0,0.0,1
475.23785,0.0,0.0,1
476.2137,0.0,0.0,1
477.18954,0.0,0.0,1
478.1654,0.0,0.0,1
479.14127,0.0,0.0,1
480.1171,0.0,0.0,1
481.09296,0.0,0.0,1
482.0688,0.0,0.0,1
483.04465,0.0,0.0,1
484.0205,0.0,0.0,1
484.99634,0.0,0.0,1
485.9722,0.0,0.0,1
486.94803,0.0,0.0,1
487.9239,0.0,0.014115717,1
488.89972,0.006441743,0.027650809,1
489.87558,0.012618902,0.017167043,1
490.85144,0.014276333,-0.004053931,1
491.82727,0.010768985,-0.029150067,1
492.80313,0.00097301375,-0.02359661,1
493.77896,0.0,-0.0021321538,1
494.75482,0.0,0.0,1
495.73065,0.0,0.0,1
496.7065,0.0,0.0,1
497.68237,0.0,0.0,1
498.6582,0.0,0.0,1
499.63406,0.0,0.0,1
500.6099,0.0,0.0,1
501.58575,0.0,0.0,1
502.5616,0.0,0.0,1
503.53745,0.0,0.0,1
504.5133,0.0,0.0,1
505.48914,0.0,0.0,1
506.465,0.0,0.0,1
507.44083,0.0,0.0,1
508.4167,0.0,0.0,1
509.39255,0.0,0.0,1
510.36838,0.0,0.0,1
511.34424,0.0,0.0,1
512.32007,0.0,0.0,1
513.2959,0.0,0.0,1
514.2718,0.0,0.0,1
515.2476,0.0,0.0,1
516.22345,0.0,0.0,1
517.19934,0.0,0.0,1
518.1752,0.0,0.0,1
519.151,0.0,0.004633801,1
520.12683,0.00211468,0.009041689,1
521.1027,0.004126385,-0.004578628,1
522.07855,2.549597e-05,-0.0090419585,1
523.0544,0.0,-5.5869903e-05,1
524.0303,0.0,0.0,1
525.0061,0.0,0.0,1
525.98193,0.0,0.0,1
526.9578,0.0,0.0,1
527.93365,0.0,0.0,1
528.9095,0.0,0.0,1
529.8853,0.0,0.0,1
