raman_shift_cm-1,intensity_normalized,first_derivative_normalized,valid_mask
0.0,0.0,0.0,0
0.9758478,0.0,0.0,0
1.9516956,0.0,0.0,0
2.9275434,0.0,0.0,0
3.9033911,0.0,0.0,0
4.8792386,0.0,0.0,0
5.855087,0.0,0.0,0
6.8309345,0.0,0.0,0
7.8067822,0.0,0.0,0
8.78263,0.0,0.0,0
9.758477,0.0,0.0,0
10.734325,0.0,0.0,0
11.710174,0.0,0.0,0
12.686021,0.0,0.0,0
13.661869,0.0,0.0,0
14.637716,0.0,0.0,0
15.6135645,0.0,0.0,0
16.589413,0.0,0.0,0
17.56526,0.0,0.0,0
18.541107,0.0,0.0,0
19.516954,0.0,0.0,0
20.492804,0.0,0.0,0
21.46865,0.0,0.0,0
22.444498,0.0,0.0,0
23.420347,0.0,0.0,0
24.396194,0.0,0.0,0
25.372042,0.0,0.0,0
26.347889,0.0,0.0,0
27.323738,0.0,0.0,0
28.299585,0.0,0.0,0
29.275433,0.0,0.0,0
30.251282,0.0,0.0,0
31.227129,0.0,0.0,0
32.202976,0.0,0.0,0
33.178825,0.0,0.0,0
34.15467,0.0,0.0,0
35.13052,0.0,0.0,0
36.10637,0.0,0.0,0
37.082214,0.0,0.0,0
38.058064,0.0,0.0,0
39.03391,0.0,0.0,0
40.009758,0.0,0.0,0
40.985607,0.0,0.0,0
41.961452,0.0,0.0,0
42.9373,0.0,0.0,0
43.91315,0.0,0.0,0
44.888996,0.0,0.0,0
45.864845,0.0,0.0,0
46.840694,0.0,0.0,0
47.81654,0.0,0.0,0
48.79239,0.0,0.0,0
49.768234,0.0,0.0,0
50.744083,0.0,0.0,0
51.719933,0.0,0.0,0
52.695778,0.0,0.0,0
53.671627,0.0,0.0,0
54.647476,0.0,0.0,0
55.62332,0.0,0.0,0
56.59917,0.0,0.0,0
57.57502,0.0,0.0,0
58.550865,0.0,0.0,0
59.526714,0.0,0.0,0
60.502563,0.0,0.0,0
61.47841,0.0,0.0,0
62.454258,0.0,0.0,0
63.430103,0.0,0.0,0
64.40595,0.0,0.0,0
65.3818,0.0,0.0,0
66.35765,0.0,0.0,0
67.333496,0.0,0.0,0
68.30934,0.0,0.0,0
69.285194,0.0,0.0,0
70.26104,0.0,0.0,0
71.236885,0.0,0.0,0
72.21274,0.0,0.0,0
73.18858,0.0,0.0,0
74.16443,0.0,0.0,0
75.14028,0.0,0.0,0
76.11613,0.0,0.0,0
77.09197,0.0,0.0,0
78.06782,0.0,0.0,0
79.04367,0.0,0.0,0
80.019516,0.0,0.0,0
80.99536,0.0,0.0,0
81.971214,0.0,0.0,0
82.94706,0.0,0.0,0
83.922905,0.0,0.0,0
84.89876,0.0,0.0,0
85.8746,0.0,0.0,0
86.85045,0.0,0.0,0
87.8263,0.0,0.0,0
88.80215,0.0,0.0,0
89.77799,0.0,0.0,0
90.753845,0.0,0.0,0
91.72969,0.0,0.0,0
92.705536,0.0,0.0,0
93.68139,0.0,0.0,0
94.657234,0.0,0.0,0
95.63308,0.0,0.0,0
96.60893,0.0,0.0,0
97.58478,0.0,0.0,0
98.56062,0.0,0.0,0
99.53647,0.0,0.0,0
100.51232,0.0,0.0,0
101.48817,0.0,0.0,0
102.46401,0.0,0.0,0
103.439865,0.0,0.0,0
104.41571,0.0,0.0,0
105.391556,0.0,0.0,0
106.36741,0.0,0.0,0
107.343254,0.0,0.0,0
108.3191,0.0,0.0,0
109.29495,0.0,0.0,0
110.2708,0.0,0.0,0
111.24664,0.0,0.0,0
112.222496,0.0,0.0,0
113.19834,0.0,0.0,0
114.17419,0.0,0.0,0
115.15004,0.0,0.0,0
116.125885,0.0,0.0,0
117.10173,0.0,0.0,0
118.07758,0.0,0.0,0
119.05343,0.0,0.0,0
120.029274,0.0,0.0,0
121.00513,0.0,0.0,0
121.98097,0.0,0.0,0
122.95682,0.0,0.0,0
123.93266,0.0,0.0,0
124.908516,0.0,0.0,0
125.88436,0.0,0.0,0
126.86021,0.0,0.0,0
127.83606,0.0,0.0,0
128.8119,0.0,0.0,0
129.78775,0.0,0.0,0
130.7636,0.0,0.0,0
131.73946,0.0,0.0,0
132.7153,0.0,0.0,0
133.69115,0.0,0.0,0
134.66699,0.0,0.0,0
135.64284,0.0,0.0,0
136.61868,0.0,0.0,0
137.59453,0.0,0.0,0
138.57039,0.0,0.0,0
139.54623,0.0,0.0,0
140.52208,0.0,0.0,0
141.49792,0.0,0.0,0
142.47377,0.0,0.0,0
143.44962,0.0,0.0,0
144.42548,0.0,0.0,0
145.40132,0.0,0.0,0
146.37717,0.0,0.0,0
147.35301,0.0,0.0,0
148.32886,0.0,0.0,0
149.3047,0.0,0.0,0
150.28056,0.0,0.0,0
151.25641,0.0,0.0,0
152.23225,0.0,0.0,0
153.2081,0.0,0.0,0
154.18394,0.0,0.0,0
155.15979,0.0,0.0,0
156.13564,0.0,0.0,0
157.1115,0.0,0.0,0
158.08734,0.0,0.0,0
159.06319,0.0,0.0,0
160.03903,0.0,0.0,0
161.01488,0.0,0.0,0
161.99072,0.0,0.0,0
162.96658,0.0,0.0,0
163.94243,0.0,0.0,0
164.91827,0.0,0.0,0
165.89412,0.0,0.0,0
166.86996,0.0,0.0,0
167.84581,0.0,0.0,0
168.82167,0.0,0.0,0
169.79752,0.0,0.0,0
170.77336,0.0,0.0,0
171.7492,0.0,0.0,0
172.72505,0.0,0.0,0
173.7009,0.0,0.0,0
174.67676,0.0,0.0,0
175.6526,0.0,0.0,0
176.62845,0.0,0.0,0
177.6043,0.0,0.0,0
178.58014,0.0,0.0,0
179.55598,0.0,0.0,0
180.53183,0.0,0.0,0
181.50769,0.0,0.0,0
182.48354,0.0,0.0,0
183.45938,0.0,0.0,0
184.43523,0.0,0.0,0
185.41107,0.0,0.0,0
186.38692,0.0,0.0,0
187.36278,0.0,0.0,0
188.33862,0.0,0.0,0
189.31447,0.0,0.0,0
190.29031,0.0,0.0,0
191.26616,0.0,0.0,0
192.242,0.0,0.0,0
193.21786,0.0,0.0,0
194.19371,0.0,0.0,0
195.16956,0.0,0.0,0
196.1454,0.0,0.0,0
197.12125,0.0,0.0,0
198.09709,0.0,0.0,0
199.07294,0.0,0.0,0
200.0488,0.005366286,-6.283159e-07,1
201.02464,0.0,0.026361475,1
202.00049,0.01240718,0.101825945,1
202.97633,0.02719672,0.008493866,1
203.95218,0.014675808,0.0643028,1
204.92802,0.044371374,0.15011266,1
205.90388,0.05476945,0.084406346,1
206.87973,0.066915646,0.12510225,1
207.85558,0.088183045,0.14900172,1
208.83142,0.10671256,0.18457237,1
209.80727,0.13748053,0.07237457,1
210.78311,0.1260431,-0.1657602,1
211.75897,0.0932069,-0.1617713,1
212.73482,0.08283487,-0.16167437,1
213.71066,0.050025247,-0.25080082,1
214.68651,0.015848408,-0.12796046,1
215.66235,0.015848251,-0.0336511,1
216.6382,0.0068605263,0.0011682678,1
217.61406,0.016160572,-0.025687462,1
218.5899,0.0,-0.018912837,1
219.56575,0.011109137,0.035020627,1
220.5416,0.009353668,-0.009038868,1
221.51744,0.008694943,0.090230115,1
222.49329,0.033453256,0.035680957,1
223.46913,0.018224979,-0.062018786,1
224.44499,0.016888727,-0.06328828,1
225.42084,0.0013213861,-0.048735995,1
226.39668,0.0038718164,-0.0049473387,1
227.37253,0.0,-0.014496284,1
228.34837,0.0,0.09241235,1
229.32422,0.024682442,0.05471835,1
230.30008,0.014614309,-0.0371489,1
231.27592,0.014760097,-0.031210862,1
232.25177,0.0062781917,-0.055262577,1
233.22762,0.0,-0.02350588,1
234.20346,0.0,0.0406423,1
235.1793,0.010855163,0.038818367,1
236.15517,0.010367911,0.010474099,1
237.13101,0.013652657,0.04453704,1
238.10686,0.022263322,-0.015307225,1
239.0827,0.009564245,-0.035687447,1
240.05855,0.012731551,0.070762165,1
241.0344,0.028464131,0.100278065,1
242.01025,0.03951498,0.0016766917,1
242.9861,0.028912304,-0.017435683,1
243.96194,0.034858078,0.0042514023,1
244.93779,0.030047813,0.18494143,1
245.91364,0.08425414,0.2665796,1
246.88948,0.10124863,0.13669416,1
247.86533,0.12076382,0.19892524,1
248.84119,0.15438025,0.17808183,1
249.81703,0.16832843,0.076524876,1
250.79288,0.1748193,0.10111656,1
251.76872,0.19533569,0.08994157,1
252.74457,0.19884181,-0.018404989,1
253.72041,0.19041988,-0.14649534,1
254.69627,0.15971366,-0.31886515,1
255.67212,0.10525382,-0.1931276,1
256.64795,0.108130656,-0.15166554,1
257.6238,0.06474399,-0.09257185,1
258.59967,0.08340523,-0.021229621,1
259.5755,0.059075106,-0.1389515,1
260.55136,0.046292994,-0.031872638,1
261.5272,0.050561704,0.0116513325,1
262.50305,0.049404778,0.07700248,1
263.4789,0.07112864,0.09340412,1
264.45474,0.0743527,0.04066855,1
265.4306,0.081990935,0.09252244,1
266.40643,0.099064246,0.14801885,1
267.3823,0.12152549,0.11322858,1
268.35812,0.12930696,0.1042811,1
269.33398,0.14937833,0.030296238,1
270.30984,0.13739891,0.015394392,1
271.28568,0.15348916,-0.027508805,1
272.26154,0.13005035,-0.15577523,1
273.23737,0.111882955,-0.13438627,1
274.21323,0.09415709,-0.0583648,1
275.18906,0.096293665,-0.057594646,1
276.16492,0.078773506,0.035999347,1
277.14078,0.10590889,0.11613418,1
278.1166,0.109792545,0.06344835,1
279.09247,0.1228556,0.06700653,1
280.0683,0.1276896,0.17337249,1
281.04416,0.16916284,0.18310252,1
282.02002,0.17659527,0.11919059,1
282.99585,0.20099698,0.31800413,1
283.9717,0.2615322,0.45087084,1
284.94754,0.32142025,0.61704236,1
285.9234,0.4263396,0.7323312,1
286.89923,0.5170193,0.7134435,1
287.8751,0.61689365,0.7505318,1
288.85095,0.71748215,0.6240931,1
289.82678,0.783584,0.2823928,1
290.80264,0.7929047,-0.039141558,1
291.77847,0.77313066,-0.34960023,1
292.75433,0.6995281,-0.5705853,1
293.73016,0.6207331,-0.69446194,1
294.70602,0.5140432,-0.75190943,1
295.6819,0.41990224,-0.6825246,1
296.6577,0.33174738,-0.5748658,1
297.63358,0.26636186,-0.4540683,1
298.6094,0.21046989,-0.37623253,1
299.58527,0.16587414,-0.31988025,1
300.56113,0.12503164,-0.14017619,1
301.53696,0.12843308,-0.036279567,1
302.51282,0.1153412,-0.096754335,1
303.48865,0.102590926,-0.06949638,1
304.4645,0.0967796,-0.11296485,1
305.44034,0.0724197,-0.09512769,1
306.4162,0.07137264,0.0056447177,1
307.39206,0.07392737,-0.05637478,1
308.3679,0.056316126,-0.049916208,1
309.34375,0.06059592,0.012595363,1
310.31958,0.059680395,0.020265527,1
311.29544,0.066008866,-0.037820823,1
312.27127,0.04957954,-0.014990506,1
313.24713,0.06200594,-0.020803194,1
314.223,0.04402312,-0.08089128,1
315.19882,0.040400222,0.05616165,1
316.17468,0.05902404,0.014915347,1
317.1505,0.044385012,-0.097578764,1
318.12637,0.032961797,-0.06650583,1
319.10223,0.026621677,0.004175788,1
320.07806,0.03407668,0.089316614,1
321.05392,0.05047755,0.19130178,1
322.02975,0.08517095,0.10583862,1
323.0056,0.078744724,0.083216235,1
323.98145,0.1073961,0.12302371,1
324.9573,0.11160239,0.11756865,1
325.93317,0.13879804,0.22182441,1
326.909,0.17084938,0.19827408,1
327.88486,0.19175476,0.11675856,1
328.8607,0.20203482,0.011709628,1
329.83655,0.19488172,-0.13359798,1
330.8124,0.16635154,-0.12005422,1
331.78824,0.16281566,-0.108912766,1
332.7641,0.13726132,-0.18195443,1
333.73993,0.11421733,-0.22146341,1
334.7158,0.07811018,-0.18012777,1
335.69162,0.066106215,-0.15869397,1
336.66748,0.035723988,-0.02691038,1
337.64334,0.058918603,0.06234888,1
338.61917,0.0523777,-0.11173473,1
339.59503,0.029074816,-0.11295722,1
340.57086,0.022207418,-0.020259267,1
341.54672,0.023664022,0.027559444,1
342.52255,0.02956814,0.020509643,1
343.4984,0.029141748,0.013194196,1
344.47427,0.033092234,-0.09624467,1
345.4501,0.0034367864,-0.12390213,1
346.42596,0.0,0.06772786,1
347.4018,0.021525458,0.046315305,1
348.37766,0.012369407,-0.060440205,1
349.35352,0.005382214,-0.009231866,1
350.32935,0.009903306,-0.0070754047,1
351.3052,0.0034921002,0.014720298,1
352.28104,0.013834431,0.022053832,1
353.2569,0.009382001,0.015145319,1
354.23273,0.017879194,-0.008039999,1
355.2086,0.007233997,-0.06693959,1
356.18445,0.0,-0.027083619,1
357.16028,0.0,0.07067634,1
358.13614,0.018877553,0.024150077,1
359.11197,0.0064512296,-0.054907847,1
360.08783,0.004212519,0.0041302615,1
361.06366,0.007554208,-0.015770616,1
362.03952,0.0,-0.00738381,1
363.01538,0.005582033,0.023360534,1
363.9912,0.006239525,-0.020898618,1
364.96707,0.0,-0.02336038,1
365.9429,0.0,0.015222444,1
366.91876,0.0040658936,0.030025095,1
367.89462,0.008019536,-0.0004753344,1
368.87045,0.003939188,-0.03002558,1
369.8463,0.0,0.015554081,1
370.82214,0.008093156,1.8952168e-06,1
371.798,0.0,-0.030300256,1
372.77383,0.0,0.027269797,1
373.7497,0.007283725,0.07944971,1
374.72556,0.021220576,-0.016825244,1
375.7014,0.0027908788,-0.07945278,1
376.67725,0.0,-0.010448871,1
377.65308,0.0,0.0,1
378.62894,0.0,0.030312296,1
379.60477,0.008095866,0.058702223,1
380.58063,0.015678775,0.016181197,1
381.5565,0.012417774,-0.058703233,1
382.53232,0.0,-0.046494253,1
383.50818,0.0,0.0,1
384.484,0.0,0.059429407,1
385.45987,0.015873512,0.0,1
386.43573,0.0,0.0008827136,1
387.41156,0.016108276,0.01271325,1
388.38742,0.0033946838,-0.039200913,1
389.36325,0.0056376276,0.077734,1
390.3391,0.024157187,0.08225913,1
391.31494,0.027608713,-0.06250129,1
392.2908,0.007462963,-0.0070648394,1
393.26666,0.025721734,0.09794208,1
394.2425,0.033622663,0.06981362,1
395.21835,0.044368356,-0.026042521,1
396.19418,0.026667852,-0.06078569,1
397.17004,0.028133687,0.017110093,1
398.14587,0.031237744,0.057635106,1
399.12173,0.043527745,-0.012557818,1
400.0976,0.027883623,0.012007159,1
401.07343,0.046733666,0.09393046,1
402.0493,0.052971136,0.013658051,1
403.02512,0.05038188,0.06749388,1
404.00098,0.07099881,0.20439224,1
404.97684,0.10497391,0.056552388,1
405.95267,0.08610506,-0.036747202,1
406.92853,0.095159955,0.11131368,1
407.90436,0.11583551,0.055044584,1
408.88022,0.10986099,-0.004325751,1
409.85605,0.11467981,-0.0661154,1
410.8319,0.092201345,-0.14075002,1
411.80777,0.07708626,-0.071050264,1
412.7836,0.073224165,-0.006718608,1
413.75946,0.07529197,-0.0020963326,1
414.7353,0.07266441,-0.00917187,1
415.71115,0.07284234,-0.06371599,1
416.687,0.055646226,-0.035048824,1
417.66284,0.06348036,0.013074203,1
418.6387,0.059137832,-0.060712073,1
419.61453,0.047265,-0.048819054,1
420.5904,0.046099067,-0.06544919,1
421.56622,0.029784633,-0.050651297,1
422.54208,0.032571197,-0.07311396,1
423.51794,0.0102563,-0.059776224,1
424.49377,0.016604653,0.02136807,1
425.46964,0.015963282,-0.012900363,1
426.44547,0.01315916,-0.018463839,1
427.42133,0.011031791,0.0010038292,1
428.39716,0.013427132,-0.04130175,1
429.37302,0.0,-0.010271158,1
430.34888,0.010683762,-2.5018726e-06,1
431.3247,0.0,0.026910104,1
432.30057,0.01787208,0.052507453,1
433.2764,0.01402491,-0.06623184,1
434.25226,0.00018188711,-0.05250918,1
435.22812,0.0,0.06541854,1
436.20395,0.017653985,0.04186037,1
437.1798,0.011179743,-0.013161173,1
438.15564,0.01413847,-0.008816999,1
439.1315,0.00882455,-0.041289695,1
440.10733,0.003110408,-0.02876577,1
441.0832,0.0011416094,-0.0069434657,1
442.05905,0.001255847,-0.004274406,1
443.03488,0.0,0.025166169,1
444.01074,0.007977774,0.022654412,1
444.98657,0.0060510826,-0.022822194,1
445.96243,0.0018821182,-0.011122231,1
446.93826,0.0030802756,-0.0070462483,1
447.91412,0.0,0.003188357,1
448.88998,0.003931868,0.03963658,1
449.8658,0.01058646,0.056431137,1
450.84167,0.019004129,0.033780847,1
451.8175,0.01960924,0.011104982,1
452.79337,0.021970214,-0.049307246,1
453.76923,0.00643955,-0.020657063,1
454.74506,0.016452117,0.08970158,1
455.72092,0.030398088,0.021086762,1
456.69675,0.022084882,-0.012795271,1
457.6726,0.026981005,-0.048691403,1
458.64844,0.009080596,-0.04157038,1
459.6243,0.015878733,0.090312466,1
460.60016,0.033202555,0.029683126,1
461.576,0.023807645,0.003587203,1
462.55185,0.034161273,0.03482683,1
463.52768,0.03310991,-0.0318381,1
464.50354,0.025657423,0.033712298,1
465.47937,0.04211339,0.13627163,1
466.45523,0.062054355,0.05530183,1
467.4311,0.056884203,0.03756328,1
468.40692,0.072086506,0.14143854,1
469.38278,0.09466129,0.18122609,1
470.3586,0.12049013,0.14603952,1
471.33447,0.1336666,0.26132685,1
472.31033,0.19028908,0.33931246,1
473.28616,0.22429438,0.34176597,1
474.26202,0.28157213,0.47813448,1
475.23785,0.35199904,0.49592102,1
476.2137,0.4140275,0.61781275,1
477.18954,0.51700956,0.62785846,1
478.1654,0.5817212,0.30530855,1
479.14127,0.59855574,0.07151649,1
480.1171,0.60082304,-0.24083592,1
481.09296,0.5342286,-0.4734801,1
482.0688,0.47436094,-0.4527793,1
483.04465,0.41329563,-0.58140665,1
484.0205,0.31907046,-0.4991555,1
484.99634,0.27997434,-0.3913784,1
485.9722,0.21453625,-0.4341498,1
486.94803,0.1640167,-0.32577798,1
487.9239,0.12752455,-0.19907498,1
488.89972,0.1108451,-0.0721841,1
489.87558,0.10824531,-0.048189,1
490.85144,0.097974084,-0.032628935,1
