file_name,group_label,subtype_label,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,sherloc_region,sherloc_target,sherloc_scan_name,sherloc_sheet_name,sherloc_point_name,sherloc_label_column,sherloc_label_status,paper_table1_superclass,paper_table1_superclass_candidates,sherloc_training_label_usable,sherloc_source_raman_csv,sherloc_standard_workbook,Mg#,Fe#,Ca#,Na#,K#,wave,formula,Unnamed: 10,Unnamed: 11,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
SHERLOC_dourbes_detail_500_1.1_Point_0_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_0_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_0_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0000,SHERLOC_dourbes_detail_500_1.1_Point_0_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,a9d08d32633f225cc4bda795a4a1c8dad78c492b57a568f95a79b8fb03586eec,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_0,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_1_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_1_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_1_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0001,SHERLOC_dourbes_detail_500_1.1_Point_1_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,58e8468b0e46fbfb685fcbab1f029d4843c5bb83ade694b72128aeaf0eb068fd,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_1,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_2_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_2_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_2_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0002,SHERLOC_dourbes_detail_500_1.1_Point_2_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,af1cc3c3e72aa712e9e613171e08bd30d67888034356b0ce1f1747f763cc2c2a,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_2,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_3_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_3_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_3_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0003,SHERLOC_dourbes_detail_500_1.1_Point_3_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,ce3ade7f6d87fa5ad467f9dd24b226b3be3490164de4d9e4277f3f81b7d79e2c,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_3,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_4_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_4_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_4_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0004,SHERLOC_dourbes_detail_500_1.1_Point_4_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,c1a699130fbe5a55ed1b5de4f2cce0d7fe0b3234b0f32956911a40250a85b72f,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_4,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_5_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_5_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_5_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0005,SHERLOC_dourbes_detail_500_1.1_Point_5_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,95b870664e0660980c99bb336c6b332d8ec1858a7e11c56d476749371db528f7,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_5,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_5_label2_Sulfate,Sulfate,sulfate,Sulfate,SHERLOC_dourbes_detail_500_1.1_Point_5_label2_Sulfate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_5_label2_Sulfate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0006,SHERLOC_dourbes_detail_500_1.1_Point_5_label2_Sulfate.csv,sulfate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type2; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,95b870664e0660980c99bb336c6b332d8ec1858a7e11c56d476749371db528f7,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_5,minerall_type2,supported_table1_closed_set,Sulfate,Sulfate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_6_label1_Sulfate,Sulfate,sulfate,Sulfate,SHERLOC_dourbes_detail_500_1.1_Point_6_label1_Sulfate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_6_label1_Sulfate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0007,SHERLOC_dourbes_detail_500_1.1_Point_6_label1_Sulfate.csv,sulfate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,ba8d8fc4cc8cfe4408f89dd182ebe5d527a2f8f105a8921642c04d7c657ae58c,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_6,minerall_type1,supported_table1_closed_set,Sulfate,Sulfate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_7_label1_Sulfate,Sulfate,sulfate,Sulfate,SHERLOC_dourbes_detail_500_1.1_Point_7_label1_Sulfate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_7_label1_Sulfate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0008,SHERLOC_dourbes_detail_500_1.1_Point_7_label1_Sulfate.csv,sulfate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,98f9f4902a5bf9f27fdff88f9badefa31bf5140a9323f31f7eb0de2487efeca2,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_7,minerall_type1,supported_table1_closed_set,Sulfate,Sulfate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
SHERLOC_dourbes_detail_500_1.1_Point_9_label1_Carbonate,Carbonate,carbonate,Carbonate,SHERLOC_dourbes_detail_500_1.1_Point_9_label1_Carbonate,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.1_Point_9_label1_Carbonate.csv,sherloc_region_point_extraction,True,SHERLOC_REGION_0009,SHERLOC_dourbes_detail_500_1.1_Point_9_label1_Carbonate.csv,carbonate,ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman,SHERLOC in-situ Mars 2020,DUV Raman point spectrum,248.6,"SHERLOC, Perseverance rover",point spectrum exported from all-points Raman CSV,in-situ rover scan point,Mars 2020 target Dourbes; region folder dourbes,In-situ SHERLOC deep-UV Raman; point intensity column extracted from local all-points Raman CSV; see Corpolongo et al. (2023).,"Point-level mineral class from 标准数据D.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.","Order-matched by Corpolongo et al. (2023) scan list and local file naming: sheets follow scan/detail order; Raman CSVs sorted by sol, SRLC sequence, and w108/w208 subscan.",214.38,12093.33,2048,214.4-12093.3,2cf83c0d98f0170b8ba6c1c695cdf15762f6f3fe3755ae27161e571f90ad9c35,SHERLOC_Dourbes_detail_500_1.1,Mask non-SHERLOC Raman region below 800 cm-1; baseline correction; max-intensity normalization; first derivative channel for MST.,no,include_pending_manual_review,supported_table1_closed_set,Use rows marked sherloc_training_label_usable=True for closed-set fine-tuning/validation; ambiguous salt/phosphate labels should be handled explicitly and not silently merged.,sherloc_candidate_pool,sherloc_finetune_candidate_not_augmented,dourbes,Dourbes,0269_Dourbes Detail_500_1,detail_500_1.1,Point_9,minerall_type1,supported_table1_closed_set,Carbonate,Carbonate,True,D:\dyt\raman\metadata\mars\mars\区域\dourbes\ss__0269_0690849690_630rrs__0080000srlc11370w108cgnj04_R1_AllPoints_Raman.csv,D:\dyt\raman\metadata\mars\mars\区域\dourbes\标准数据D.xlsx,,,,,,,,,,,,,,,,,,,,,,,
