Raman Shift,Intensity
214.3785040343428,-31.553
224.78145843945092,-181.427
235.01908334044856,297.12
245.41130867789616,-94.658
255.63837774522108,47.329
265.8602158678186,517.988
276.23642015571386,-515.359
286.44772684514464,-1795.868
296.8132434111685,118.322
307.0140349346475,28.923
317.209615658554,-21.035
327.399989574551,-126.21
337.7442627077253,312.896
347.9241537664129,26.294
358.09885002992814,539.023
368.2683554736213,339.19
378.5914504125685,-228.756
388.7505051753542,-339.19
398.90438108190574,55.217
409.0530820913264,86.77
419.196612158652,170.91
429.3349752349313,163.022
439.626465572117,160.392
449.75442592354375,44.699
459.8772311743669,81.511
469.994885259468,-299.75
480.1073921097559,276.085
490.2147556521086,-7.888
500.31697980943136,312.896
510.41406850063504,297.12
520.5060256406359,-557.429
530.5928551403995,-418.072
540.6745609068894,118.322
550.7511468431039,13.147
560.8226168481124,218.239
570.888974816975,262.938
580.9502246408374,-141.987
590.8492821665859,673.122
600.9004070215597,-178.798
610.9464353206786,-7.888
620.9873709393651,255.05
631.0232177491416,-52.588
641.0539796175653,255.05
650.9230482019848,265.568
660.9437310766662,360.225
670.9593405290361,-412.813
680.9698804110958,-362.855
690.8190579752118,281.344
700.8195493193562,199.833
710.8149825658329,410.184
720.805361551138,481.177
730.6347081696804,102.546
740.6150689503047,381.26
750.4345613154874,-23.664
760.404918953056,78.881
770.3702413346182,-144.616
780.174941402227,365.484
790.1302832356378,410.184
799.925166080895,-320.785
809.8705423523497,260.309
819.6556227125038,-181.427
829.5910483782136,496.953
839.3663409610526,160.392
849.2918309472952,5.259
859.0573504311833,-347.078
868.972919634427,-252.421
878.7286806683987,186.686
888.6343439553166,-197.204
898.3803611591502,-81.511
908.12155022542,105.175
918.0124213310264,-352.337
927.743888384779,5.259
937.4705381077074,202.462
947.3466501411676,-904.507
957.0635996041163,5.259
966.7757425107702,-39.441
976.6371284824854,49.958
986.3395928168538,-199.833
996.0372613373548,255.05
1005.7301375988682,-89.399
1015.5719657306544,386.519
1025.255192198514,-155.134
1034.9336371072422,99.917
1044.6073039976543,-194.574
1054.2761964070742,-218.239
1063.9403178693246,357.596
1073.5996719147442,139.357
1083.4074711432768,-354.967
1093.057225399156,2.629
1102.70222286418,-231.386
1112.3424670547538,139.357
1121.9779614837898,218.239
1131.6087096607444,-31.553
1141.2347150916105,-36.811
1150.855981278939,907.137
1160.4725117218331,136.728
1170.0843099159465,228.756
1179.6913793534914,-105.175
1189.293723523253,57.846
1198.739039559725,270.826
1208.3320185130287,-141.987
1217.9202825891407,65.735
1227.5038352631818,257.679
1237.0826800068826,-449.624
1246.6568202885535,-583.723
1256.226259573108,-297.12
1265.639216696829,-352.337
1275.1993388504195,76.252
1284.7547703264208,-197.204
1294.3055145761757,-76.252
1303.7000868433097,312.896
1313.241541245312,68.364
1322.778318700337,-84.14
1332.310422646282,-794.073
1341.686663866676,205.092
1351.2095051416618,-244.533
1360.727683146746,168.28
1370.0902294598782,-681.01
1379.5991650801443,-368.113
1388.9526223370776,-97.287
1398.4523290278594,-491.694
1407.7967104575073,-141.987
1417.287201648047,441.736
1426.7730533080105,-70.993
1436.1038095471376,-289.232
1445.5804658554116,767.78
1454.9021792800197,-181.427
1464.369653600741,-241.903
1473.6823373500883,-525.876
1482.9905472474493,-7.888
1492.444310209452,575.835
1501.7435100404182,-220.868
1511.1881242589734,-49.958
1520.4783270994303,2.629
1529.764072276041,-34.182
1539.1950247490097,539.023
1548.4717924494323,197.204
1557.7441121511074,-168.28
1567.1614324998736,-412.813
1576.4247941832873,-199.833
1585.6837175051332,-26.294
1594.9382056544855,160.392
1604.3374199708342,-28.923
1613.5829759239496,373.372
1622.8241063047317,118.322
1632.0608142900164,168.28
1641.2931030535765,349.708
1650.6697762525291,-307.638
1659.8931649322622,-131.469
1669.1121439444323,-181.427
1678.3267164506542,-373.372
1687.53688560953,-252.421
1696.7426545766284,-312.896
1705.9440265045123,-152.504
1715.1410045427183,55.217
1724.3335918377925,-433.848
1733.5217915332687,-184.057
1742.705606769683,-120.952
1751.8850406845886,-870.325
1761.0600964125188,373.372
1770.230777085024,228.756
1779.397085830693,333.932
1788.55902577511,-5.259
1797.7166000408906,228.756
1806.8698117476447,147.245
1816.0186640120735,-252.421
1825.163159947857,444.366
1834.1559155330324,255.05
1843.29177827917,281.344
1852.4232939699289,141.987
1861.550465707216,536.394
1870.673296589972,-76.252
1879.644751645923,-68.364
1888.758979994156,270.826
1897.8688767172423,-349.708
1906.974444902422,7.888
1915.9289277003045,544.212
1925.025917750907,942.257
1934.118588458099,1196.143
1943.060390766601,1299.987
1952.144501554074,1247.905
1961.2243021666216,1034.018
1970.153450902042,652.439
1979.224709758193,97.287
1988.1454604369865,-499.583
1997.208189584475,-507.471
2006.120554048888,633.681
2015.1747655127983,446.995
2024.0787555828572,247.162
2033.12446136566,120.952
2042.0200888391555,-94.658
2051.057300920809,449.624
2059.9445775734057,-7.888
2068.9733079113576,99.917
2077.852245496608,-667.863
2086.8725060258803,-189.315
2095.743116275291,481.177
2104.6096010526526,499.583
2113.6172135316083,278.714
2122.4753884816528,-433.848
2131.329446630596,-157.763
2140.324437642892,257.679
2149.170203423979,-265.568
2158.011861050589,89.399
2166.994257105456,-134.098
2175.8276397748195,-431.219
2184.656922912145,-36.811
2193.48210937062,0.0
2202.303202000803,770.409
2211.2647105948345,-470.659
2220.077557114586,-42.07
2228.886318388424,-194.574
2237.6909972563008,194.574
2246.4915965555265,318.155
2255.2881191208,-34.182
2264.0805677841927,-489.065
2272.8689453751285,-212.98
2281.6532547204406,81.511
2290.5774032157133,404.925
2299.353517963282,107.805
2308.125572976198,457.512
2316.893571070781,-199.833
2325.6575150607823,-349.708
2334.273835606975,-302.379
2343.029746164546,2.629
2351.781610997117,-975.501
2360.5294329081007,-68.364
2369.273214698267,-107.805
2378.0129591658333,0.0
2386.7486691064114,397.037
2395.48034731306,-144.616
2404.2079965762314,-52.588
2412.788641914361,163.022
2421.5083075861257,23.664
2430.2239526247795,165.651
2438.9355798105607,-118.322
2447.64319192111,-223.497
2456.204142101211,-357.596
2464.9037980916983,2.629
2473.5994472792227,-670.492
2482.148638712344,131.469
2490.836348166158,-696.786
2499.5200590665554,102.546
2508.0575159626023,1183.222
2516.7333034706826,84.14
2525.405100652257,55.217
2533.930847154741,184.057
2542.5947372405863,-184.057
2551.112711590584,289.232
2559.768705390503,-70.993
2568.2789182109263,105.175
2576.927026515033,-34.182
2585.5711635713087,18.406
2594.069721988235,212.98
2602.5644435408976,197.204
2611.196813145194,328.673
2619.683804921093,36.811
2628.3083212822166,141.987
2636.7875938271245,152.504
2645.404267656864,94.658
2653.875831497382,-446.995
2662.343576738021,528.506
2670.948539131641,65.735
2679.408591378582,-176.169
2687.8648328054915,444.366
2696.4581076233444,-354.967
