raman_shift_cm-1,intensity_normalized,first_derivative_normalized,valid_mask
0.0,0.0,0.0,0
0.9758478,0.0,0.0,0
1.9516956,0.0,0.0,0
2.9275434,0.0,0.0,0
3.9033911,0.0,0.0,0
4.8792386,0.0,0.0,0
5.855087,0.0,0.0,0
6.8309345,0.0,0.0,0
7.8067822,0.0,0.0,0
8.78263,0.0,0.0,0
9.758477,0.0,0.0,0
10.734325,0.0,0.0,0
11.710174,0.0,0.0,0
12.686021,0.0,0.0,0
13.661869,0.0,0.0,0
14.637716,0.0,0.0,0
15.6135645,0.0,0.0,0
16.589413,0.0,0.0,0
17.56526,0.0,0.0,0
18.541107,0.0,0.0,0
19.516954,0.0,0.0,0
20.492804,0.0,0.0,0
21.46865,0.0,0.0,0
22.444498,0.0,0.0,0
23.420347,0.0,0.0,0
24.396194,0.0,0.0,0
25.372042,0.0,0.0,0
26.347889,0.0,0.0,0
27.323738,0.0,0.0,0
28.299585,0.0,0.0,0
29.275433,0.0,0.0,0
30.251282,0.0,0.0,0
31.227129,0.0,0.0,0
32.202976,0.0,0.0,0
33.178825,0.0,0.0,0
34.15467,0.0,0.0,0
35.13052,0.0,0.0,0
36.10637,0.0,0.0,0
37.082214,0.0,0.0,0
38.058064,0.0,0.0,0
39.03391,0.0,0.0,0
40.009758,0.0,0.0,0
40.985607,0.0,0.0,0
41.961452,0.0,0.0,0
42.9373,0.0,0.0,0
43.91315,0.0,0.0,0
44.888996,0.0,0.0,0
45.864845,0.0,0.0,0
46.840694,0.0,0.0,0
47.81654,0.0,0.0,0
48.79239,0.0,0.0,0
49.768234,0.0,0.0,0
50.744083,0.0,0.0,0
51.719933,0.0,0.0,0
52.695778,0.0,0.0,0
53.671627,0.0,0.0,0
54.647476,0.0,0.0,0
55.62332,0.0,0.0,0
56.59917,0.0,0.0,0
57.57502,0.0,0.0,0
58.550865,0.0,0.0,0
59.526714,0.0,0.0,0
60.502563,0.0,0.0,0
61.47841,0.0,0.0,0
62.454258,0.0,0.0,0
63.430103,0.0,0.0,0
64.40595,0.0,0.0,0
65.3818,0.0,0.0,0
66.35765,0.0,0.0,0
67.333496,0.0,0.0,0
68.30934,0.0,0.0,0
69.285194,0.0,0.0,0
70.26104,0.0,0.0,0
71.236885,0.0,0.0,0
72.21274,0.0,0.0,0
73.18858,0.0,0.0,0
74.16443,0.0,0.0,0
75.14028,0.0,0.0,0
76.11613,0.0,0.0,0
77.09197,0.0,0.0,0
78.06782,0.0,0.0,0
79.04367,0.0,0.0,0
80.019516,0.0,0.0,0
80.99536,0.0,0.0,0
81.971214,0.0,0.0,0
82.94706,0.0,0.0,0
83.922905,0.0,0.0,0
84.89876,0.0,0.0,0
85.8746,0.0,0.0,0
86.85045,0.0,0.0,0
87.8263,0.0,0.0,0
88.80215,0.0,0.0,0
89.77799,0.0,0.0,0
90.753845,0.0,0.0,0
91.72969,0.0,0.0,0
92.705536,0.0,0.0,0
93.68139,0.2690491,1.0,1
94.657234,0.36689013,0.40627968,1
95.63308,0.418108,0.17592552,1
96.60893,0.43143493,-0.051295646,1
97.58478,0.39928856,-0.10602082,1
98.56062,0.39253724,-0.19535722,1
99.53647,0.3276145,-0.4287965,1
100.51232,0.2352164,-0.40313077,1
101.48817,0.17971005,-0.31491476,1
102.46401,0.11967815,-0.28386003,1
103.439865,0.0755651,-0.2994374,1
104.41571,0.009818096,-0.1378923,1
105.391556,0.024974152,-0.026759557,1
106.36741,0.0,-0.06806956,1
107.343254,0.0,0.0,1
108.3191,0.0,0.0012070398,1
109.29495,0.00044285282,0.026172426,1
110.2708,0.009602302,-0.0012070539,1
111.24664,0.0,-0.0075551895,1
112.222496,0.006830516,0.014395528,1
113.19834,0.005281623,-0.018617474,1
114.17419,0.0,-0.014395818,1
115.15004,0.0,0.0062171095,1
116.125885,0.00228097,0.026817981,1
117.10173,0.009839178,-0.0062166904,1
118.07758,0.0,-0.026817668,1
119.05343,0.0,0.009793766,1
120.029274,0.0035932092,0.010630911,1
121.00513,0.003900336,0.011198776,1
121.98097,0.0077018873,0.03005489,1
122.95682,0.014927097,-0.0049605174,1
123.93266,0.0058819363,-0.023030184,1
124.908516,0.006477655,-0.009576556,1
125.88436,0.0023684422,-0.017655704,1
126.86021,0.0,0.00787297,1
127.83606,0.005257006,-2.2404815e-07,1
128.8119,0.0,0.0033344293,1
129.78775,0.0064803655,0.058747463,1
130.7636,0.021553703,0.042454757,1
131.73946,0.022056373,-0.027387204,1
132.7153,0.011505779,-0.032680288,1
133.69115,0.010066388,0.003735694,1
134.66699,0.012876358,-0.0040568835,1
135.64284,0.008577969,0.0069474783,1
136.61868,0.0154253,-0.023380386,1
137.59453,0.0,-0.042044017,1
138.57039,0.0,0.0,1
139.54623,0.0,0.0,1
140.52208,0.0,0.0,1
141.49792,0.0,0.0,1
142.47377,0.0,0.0010951781,1
143.44962,0.000401807,3.424893e-08,1
144.42548,0.0,-0.0010951525,1
145.40132,0.0,0.0,1
146.37717,0.0,0.018846555,1
147.35301,0.006914563,0.03942923,1
148.32886,0.014466086,-0.00027906825,1
149.3047,0.0068121767,-0.039428957,1
150.28056,0.0,0.007973624,1
151.25641,0.009737364,0.028540032,1
152.23225,0.010470978,-0.026540473,1
153.2081,0.0,-0.00041485447,1
154.18394,0.010318773,0.03354158,1
155.15979,0.0123059815,-0.021583108,1
156.13564,0.0024002024,-0.033541635,1
157.1115,0.0,-0.0065419157,1
158.08734,0.0,0.015277424,1
159.06319,0.005605094,0.0,1
160.03903,0.0,0.03604954,1
161.01488,0.018831216,0.03681321,1
161.99072,0.013506303,-0.043193813,1
162.96658,0.002983746,0.014636022,1
163.94243,0.018875705,0.10756712,1
164.91827,0.042448763,0.021281097,1
165.89412,0.02668347,-0.115699716,1
166.86996,0.0,-0.042686388,1
167.84581,0.011022374,0.0072851884,1
168.82167,0.0026725614,-0.030042462,1
169.79752,0.0,0.0463811,1
170.77336,0.019689202,0.0,1
171.7492,0.0,-0.026119608,1
172.72505,0.010106248,0.01301447,1
173.7009,0.0047748447,-0.008334306,1
174.67676,0.0070485906,-0.013014766,1
175.6526,0.0,-0.019211864,1
176.62845,0.0,0.0,1
177.6043,0.0,0.01598619,1
178.58014,0.005865131,0.0,1
179.55598,0.0,0.0028966726,1
180.53183,0.0069278833,5.905139e-07,1
181.50769,0.0,-0.01888242,1
182.48354,0.0,0.007891477,1
183.45938,0.0028952833,0.0032779775,1
184.43523,0.0012026485,-0.007891477,1
185.41107,0.0,0.041407224,1
186.38692,0.016394436,0.0005098491,1
187.36278,0.00018654887,-0.04468417,1
188.33862,0.0,-0.0005084636,1
189.31447,0.0,0.0,1
190.29031,0.0,0.0,1
191.26616,0.0,0.04546307,1
192.242,0.016679827,1.421743e-06,1
193.21786,0.0,-0.03269963,1
194.19371,0.0046823197,0.0,1
195.16956,0.0,-0.01276228,1
196.1454,0.0,0.0052456534,1
197.12125,0.001924564,0.0,1
198.09709,0.0,-0.0011864937,1
199.07294,0.0014892544,0.010621427,1
200.0488,0.0038969119,-0.0040593967,1
201.02464,0.0,-0.010621548,1
202.00049,0.0,0.0,1
202.97633,0.0,0.053242415,1
203.95218,0.01953397,0.019556073,1
204.92802,0.007174876,-0.011911167,1
205.90388,0.0151641965,0.029570775,1
206.87973,0.018024186,-0.04133202,1
207.85558,0.0,-0.0491273,1
208.83142,0.0,0.0,1
209.80727,0.0,0.048154816,1
210.78311,0.017667394,0.057281543,1
211.75897,0.021015814,-0.048155483,1
212.73482,0.0,-0.057281375,1
213.71066,0.0,0.007937387,1
214.68651,0.002912127,0.014926556,1
215.66235,0.005476365,-0.007937387,1
216.6382,0.0,-0.014926672,1
217.61406,0.0,0.011038343,1
218.5899,0.004049797,0.0,1
219.56575,0.0,-0.000569369,1
220.5416,0.0038409028,0.0,1
221.51744,0.0,-0.010468887,1
222.49329,0.0,0.0075657773,1
223.46913,0.0027757883,2.3660063e-07,1
224.44499,0.0,-0.007565601,1
225.42084,0.0,0.011614696,1
226.39668,0.0042612855,0.009643317,1
227.37253,0.0035380113,-0.011614696,1
228.34837,0.0,-0.009643317,1
229.32422,0.0,0.0034532645,1
230.30008,0.0012669888,-1.0799467e-07,1
231.27592,0.0,-0.0034533453,1
232.25177,0.0,0.0,1
233.22762,0.0,0.011636134,1
234.20346,0.004269151,0.03983597,1
235.1793,0.014615315,0.030927185,1
236.15517,0.015615886,0.03827203,1
237.13101,0.028656762,0.083756655,1
238.10686,0.04634515,0.05260394,1
239.0827,0.047956485,0.09203544,1
240.05855,0.080111794,0.050444238,1
241.0344,0.066463836,-0.015598572,1
242.01025,0.07438916,-0.04226153,1
242.9861,0.050958987,-0.06277499,1
243.96194,0.051357806,-0.007955781,1
244.93779,0.04804011,-0.11870524,1
245.91364,0.007806348,-0.045874838,1
246.88948,0.031209212,-0.009386665,1
247.86533,0.0043624993,-0.07608765,1
248.84119,0.0032937943,0.015253007,1
249.81703,0.009958559,-0.008977671,1
250.79288,0.0,-0.027143368,1
251.76872,0.0,0.00647081,1
252.74457,0.0023740586,0.018031875,1
253.72041,0.0066156667,-0.006470296,1
254.69627,0.0,-0.018031452,1
255.67212,0.0,0.06827194,1
256.64795,0.025047526,4.270032e-06,1
257.6238,0.0,-0.068269275,1
258.59967,0.0,0.0,1
259.5755,0.0,0.0,1
260.55136,0.0,0.0,1
261.5272,0.0,0.0,1
262.50305,0.0,0.0,1
263.4789,0.0,0.0,1
264.45474,0.0,0.018144509,1
265.4306,0.0066571985,0.009291586,1
266.40643,0.003409275,0.026177524,1
267.3823,0.016261904,0.008980239,1
268.35812,0.0067047123,-0.04432421,1
269.33398,0.0,-0.012097112,1
270.30984,0.0022663656,0.0149352485,1
271.28568,0.0054795244,-0.006176538,1
272.26154,0.0,-0.014934701,1
273.23737,0.0,0.0,1
274.21323,0.0,0.0,1
275.18906,0.0,0.007189961,1
276.16492,0.0026379882,0.0,1
277.14078,0.0,0.010204838,1
278.1166,0.0063817324,1.0879398e-06,1
279.09247,0.0,-0.017393712,1
280.0683,0.0,0.03565227,1
281.04416,0.013080775,0.0,1
282.02002,0.0,-0.03565227,1
282.99585,0.0,0.047813874,1
283.9717,0.017542854,-2.9906564e-06,1
284.94754,0.0,-0.006158342,1
285.9234,0.015284462,0.06564045,1
286.89923,0.024082854,0.036115266,1
287.8751,0.02853456,0.0798107,1
288.85095,0.05336485,0.11596022,1
289.82678,0.07107912,0.07884859,1
290.80264,0.08229319,0.050387252,1
291.77847,0.089565694,0.099503204,1
292.75433,0.11880034,0.09591999,1
293.73016,0.124758266,0.07229217,1
294.70602,0.14532387,0.05236497,1
295.6819,0.14397061,0.06512087,1
296.6577,0.16921508,0.11970412,1
297.63358,0.18788831,0.107488,1
298.6094,0.208651,0.18364885,1
299.58527,0.25526756,0.21580859,1
300.56113,0.2878297,0.15613426,1
301.53696,0.3125515,0.19059741,1
302.51282,0.35775807,0.17755932,1
303.48865,0.37769654,0.16657847,1
304.4645,0.41887426,0.19948559,1
305.44034,0.4508856,0.18978103,1
306.4162,0.48850265,0.20703936,1
307.39206,0.5268469,0.139089,1
308.3679,0.5395335,0.08080366,1
309.34375,0.5564928,-0.16051438,1
310.31958,0.48064572,-0.2424511,1
311.29544,0.4675425,-0.2226795,1
312.27127,0.3989492,-0.27345237,1
313.24713,0.3672174,-0.2571031,1
314.223,0.30461985,-0.2642186,1
315.19882,0.27027807,-0.18043734,1
316.17468,0.23841974,-0.18555754,1
317.1505,0.2021995,-0.14862591,1
318.12637,0.18389131,-0.090922475,1
319.10223,0.16884068,-0.023227768,1
320.07806,0.17536868,-0.05395378,1
321.05392,0.14904469,-0.068998344,1
322.02975,0.15005322,-0.0054519004,1
323.0056,0.14704433,-0.025174275,1
323.98145,0.1408172,-0.02241749,1
324.9573,0.13881975,-0.076112874,1
325.93317,0.112891905,-0.1527499,1
326.909,0.0827779,-0.061872803,1
327.88486,0.09019272,-0.06295366,1
328.8607,0.059682194,-0.016671287,1
329.83655,0.084077954,-0.010489813,1
330.8124,0.055833552,-0.07320784,1
331.78824,0.057217997,-0.022992797,1
332.7641,0.047397435,-0.07783645,1
333.73993,0.028661069,-0.0958219,1
334.7158,0.012241662,-0.020464983,1
335.69162,0.021151934,-0.029722108,1
336.66748,0.0013360975,-0.0035040407,1
337.64334,0.019866325,0.037610963,1
338.61917,0.015135813,-0.054147407,1
339.59503,0.0,0.001560739,1
340.57086,0.015707465,2.6777645e-06,1
341.54672,0.0,-0.027520282,1
342.52255,0.0056099542,0.018148817,1
343.4984,0.0066584283,-0.015290433,1
344.47427,0.0,0.043119855,1
345.4501,0.022477647,0.09137758,1
346.42596,0.03352492,-0.023528613,1
347.4018,0.0138462605,0.0017062257,1
348.37766,0.03415216,-0.0057495246,1
349.35352,0.0117368,-0.039466523,1
350.32935,0.019671446,0.044981774,1
351.3052,0.028240062,-0.04948365,1
352.28104,0.001517625,-0.055335514,1
353.2569,0.007939198,-0.0041377116,1
354.23273,0.0,-0.0033584128,1
355.2086,0.0067074965,0.0,1
356.18445,0.0,-0.01687858,1
357.16028,0.00051473296,8.775023e-08,1
358.13614,0.0,0.031717155,1
359.11197,0.01215096,2.0714617e-06,1
360.08783,0.0,-0.021179633,1
361.06366,0.0043799034,7.4667366e-07,1
362.03952,0.0,-0.011937819,1
363.01538,0.0,0.006478316,1
363.9912,0.002376738,0.012464282,1
364.96707,0.0045729815,-0.0064786915,1
365.9429,0.0,0.012670717,1
366.91876,0.009222138,0.06546463,1
367.89462,0.02401852,0.04874016,1
368.87045,0.027104653,0.022659877,1
369.8463,0.032332208,0.076758,1
370.82214,0.055265643,0.16237143,1
371.798,0.091904655,0.05012659,1
372.77383,0.073658176,0.069672525,1
373.7497,0.11746855,0.11112731,1
374.72556,0.11443002,0.049645223,1
375.7014,0.135682,0.10334202,1
376.67725,0.15234475,0.063072264,1
377.65308,0.15882275,0.074116096,1
378.62894,0.17953745,0.23377655,1
379.60477,0.24459104,0.21313341,1
380.58063,0.25773177,0.13041075,1
381.5565,0.29243785,0.1488263,1
382.53232,0.31233472,0.12648349,1
383.50818,0.33884323,0.22719866,1
384.484,0.3956901,0.13727148,1
385.45987,0.38920438,0.06415229,1
386.43573,0.41922715,0.038336184,1
387.41156,0.40327093,-0.12753458,1
388.38742,0.37243584,-0.06514243,1
389.36325,0.37936985,-0.09786342,1
390.3391,0.3365294,-0.25813547,1
391.31494,0.28466353,-0.24878676,1
392.2908,0.24525307,-0.23693635,1
393.26666,0.19773321,-0.22248898,1
394.2425,0.16362427,-0.18862939,1
395.21835,0.12852743,-0.14734486,1
396.19418,0.10956481,-0.052123185,1
397.17004,0.109404676,-0.09923064,1
398.14587,0.07315948,-0.17031045,1
399.12173,0.046920232,-0.057101745,1
400.0976,0.05220924,-0.025645176,1
401.07343,0.03751197,-0.079893865,1
402.0493,0.022897191,-0.10224455,1
403.02512,0.0,-0.044703275,1
404.00098,0.0064970437,0.0,1
404.97684,0.0,-0.017707998,1
405.95267,0.0,0.00023110193,1
406.92853,8.479103e-05,-1.4454936e-08,1
407.90436,0.0,-0.00023111637,1
408.88022,0.0,0.015888661,1
409.85605,0.0058291666,9.937401e-07,1
410.8319,0.0,0.0001224085,1
411.80777,0.0058740773,0.0052290102,1
412.7836,0.0019187651,-0.016010748,1
413.75946,0.0,0.1003041,1
414.7353,0.0387178,0.011007268,1
415.71115,0.004036132,-0.09659621,1
416.687,0.0032773146,0.028157018,1
417.66284,0.014366216,-0.008930584,1
418.6387,0.0,0.02409706,1
419.61453,0.023205949,3.956085e-06,1
420.5904,0.0,-0.05830025,1
421.56622,0.0018155429,0.062796466,1
422.54208,0.023039836,0.004599113,1
423.51794,0.0035029256,-0.037069753,1
424.49377,0.009438619,-0.009546377,1
425.46964,0.0,0.050697293,1
426.44547,0.028037645,0.011103438,1
427.42133,0.0040720846,-0.07597509,1
428.39716,0.00016271693,0.03076527,1
429.37302,0.015360071,0.057119172,1
430.34888,0.021119347,-0.025593083,1
431.3247,0.005970948,-0.05756435,1
432.30057,0.0,0.0061594583,1
433.2764,0.008230332,0.070264846,1
434.25226,0.025779573,0.04440703,1
435.22812,0.024522964,-0.070267625,1
436.20395,0.0,-0.06684267,1
437.1798,0.0,0.0,1
438.15564,0.0,0.0,1
439.1315,0.0,0.0,1
440.10733,0.0,0.0012732734,1
441.0832,0.0004671625,0.037126157,1
442.05905,0.013621331,0.0031444624,1
443.03488,0.0016216127,-0.03512988,1
444.01074,0.0007329699,-0.004419907,1
444.98657,0.0,0.029450236,1
445.96243,0.011538272,0.021922706,1
446.93826,0.008043634,-0.031448696,1
447.91412,0.0,0.03158779,1
448.88998,0.019632977,0.021841606,1
449.8658,0.0080143865,-0.05351258,1
450.84167,0.0,-0.021843588,1
451.8175,0.0,0.048485115,1
452.79337,0.017789131,0.0,1
453.76923,0.0,-0.048485115,1
454.74506,0.0,0.0,1
455.72092,0.0,0.0007900779,1
456.69675,0.00028986053,4.941461e-08,1
457.6726,0.0,-0.00079002854,1
458.64844,0.0,0.0,1
459.6243,0.0,0.0,1
460.60016,0.0,0.0,1
461.576,0.0,0.050491534,1
462.55185,0.018525284,0.022368737,1
463.52768,0.0082077095,-0.050493293,1
464.50354,0.0,-0.0074127573,1
465.47937,0.005487635,0.0020952348,1
466.45523,0.0007683959,0.12758459,1
467.4311,0.052297544,0.06387101,1
468.40692,0.024204353,-0.088370405,1
469.38278,0.0198763,-0.060145244,1
470.3586,0.0021382445,-0.021897634,1
471.33447,0.01184319,0.09298832,1
472.31033,0.036255017,0.0019943875,1
473.28616,0.012576411,-0.034734026,1
474.26202,0.023512624,0.039401244,1
475.23785,0.027032463,-0.024517462,1
